,strain,plasmid,backbone,iptg,rrpu
872,CC118Lpir,Amer_f1,pSeva221,70,1.6066483636211577
873,CC118Lpir,Amer_f1,pSeva221,100,1.5360914994387362
874,CC118Lpir,Amer_f1,pSeva221,200,0.9631032643999968
875,CC118Lpir,Amer_f1,pSeva221,500,1.0167013333413801
876,CC118Lpir,Amer_f1,pSeva221,1000,1.2362784995368856
877,CC118Lpir,Amer_f1,pSeva221,2000,1.1305406960658997
878,CC118Lpir,Amtr_a1,pSeva221,1,3.4174039598608776
879,CC118Lpir,Amtr_a1,pSeva221,5,1.177800182527819
880,CC118Lpir,Amtr_a1,pSeva221,10,0.7866992402861901
881,CC118Lpir,Amtr_a1,pSeva221,20,0.6464685233607022
882,CC118Lpir,Amtr_a1,pSeva221,30,0.6596404208357844
883,CC118Lpir,Amtr_a1,pSeva221,40,0.6208096051541013
884,CC118Lpir,Amtr_a1,pSeva221,70,0.6085878787617438
885,CC118Lpir,Amtr_a1,pSeva221,100,0.6671597196215732
886,CC118Lpir,Amtr_a1,pSeva221,200,0.5974746651929319
887,CC118Lpir,Amtr_a1,pSeva221,500,0.6001106264084446
888,CC118Lpir,Amtr_a1,pSeva221,1000,0.5694770874964884
889,CC118Lpir,Amtr_a1,pSeva221,2000,0.5936311140707222
890,CC118Lpir,Beti_e1,pSeva221,1,3.903614721224288
891,CC118Lpir,Beti_e1,pSeva221,5,2.8078666828383505
892,CC118Lpir,Beti_e1,pSeva221,10,1.5659428089924372
893,CC118Lpir,Beti_e1,pSeva221,20,0.9862080367461004
894,CC118Lpir,Beti_e1,pSeva221,30,0.7961540843382613
895,CC118Lpir,Beti_e1,pSeva221,40,0.713907366841131
896,CC118Lpir,Beti_e1,pSeva221,70,0.6843425401406817
897,CC118Lpir,Beti_e1,pSeva221,100,0.6370831960982554
898,CC118Lpir,Beti_e1,pSeva221,200,0.6192502044616235
899,CC118Lpir,Beti_e1,pSeva221,500,0.6763044222932824
900,CC118Lpir,Beti_e1,pSeva221,1000,0.6284314695923691
901,CC118Lpir,Beti_e1,pSeva221,2000,0.6432476301545251
902,CC118Lpir,Bm3r1_b1,pSeva221,1,0.7318057117230637
903,CC118Lpir,Bm3r1_b1,pSeva221,5,0.6811007368261836
904,CC118Lpir,Bm3r1_b1,pSeva221,10,0.6777696653932901
905,CC118Lpir,Bm3r1_b1,pSeva221,20,0.6736839759530138
906,CC118Lpir,Bm3r1_b1,pSeva221,30,0.7489219672206534
907,CC118Lpir,Bm3r1_b1,pSeva221,40,0.7415631312773646
908,CC118Lpir,Bm3r1_b1,pSeva221,70,0.7640773226312209
909,CC118Lpir,Bm3r1_b1,pSeva221,100,0.7188298056346138
910,CC118Lpir,Bm3r1_b1,pSeva221,200,0.6843724599090991
911,CC118Lpir,Bm3r1_b1,pSeva221,500,0.6921094501968764
912,CC118Lpir,Bm3r1_b1,pSeva221,1000,0.6374019090440249
913,CC118Lpir,Bm3r1_b1,pSeva221,2000,0.6746283572955011
914,CC118Lpir,Bm3r1_b2,pSeva221,1,0.6724824235125787
915,CC118Lpir,Bm3r1_b2,pSeva221,5,0.6250701375831584
916,CC118Lpir,Bm3r1_b2,pSeva221,10,0.6736450469332583
917,CC118Lpir,Bm3r1_b2,pSeva221,20,0.6599439537221099
918,CC118Lpir,Bm3r1_b2,pSeva221,30,0.6671732140943674
919,CC118Lpir,Bm3r1_b2,pSeva221,40,0.3510200715258947
920,CC118Lpir,Bm3r1_b2,pSeva221,70,0.16099062267347036
921,CC118Lpir,Bm3r1_b2,pSeva221,100,0.4716979117655821
922,CC118Lpir,Bm3r1_b2,pSeva221,200,0.14200467499035616
923,CC118Lpir,Bm3r1_b2,pSeva221,500,0.5154631648833686
924,CC118Lpir,Bm3r1_b2,pSeva221,1000,0.5950734059685611
925,CC118Lpir,Bm3r1_b2,pSeva221,2000,0.6096055022294693
926,CC118Lpir,Bm3r1_b3,pSeva221,1,1.1380563156844197
927,CC118Lpir,Bm3r1_b3,pSeva221,5,0.7698427324149857
928,CC118Lpir,Bm3r1_b3,pSeva221,10,0.8679371538631461
929,CC118Lpir,Bm3r1_b3,pSeva221,20,0.7311166958904709
930,CC118Lpir,Bm3r1_b3,pSeva221,30,0.6646671109492823
931,CC118Lpir,Bm3r1_b3,pSeva221,40,0.6704141137338903
932,CC118Lpir,Bm3r1_b3,pSeva221,70,0.6256795173154951
933,CC118Lpir,Bm3r1_b3,pSeva221,100,0.6217573849909893
934,CC118Lpir,Bm3r1_b3,pSeva221,200,0.5887594956913677
935,CC118Lpir,Bm3r1_b3,pSeva221,500,0.6274839208888591
936,CC118Lpir,Bm3r1_b3,pSeva221,1000,0.5573282976735832
937,CC118Lpir,Bm3r1_b3,pSeva221,2000,0.6106165705742558
938,CC118Lpir,Hiyiir_h1,pSeva221,1,0.6790453649649681
939,CC118Lpir,Hiyiir_h1,pSeva221,5,0.6169927006601058
940,CC118Lpir,Hiyiir_h1,pSeva221,10,0.6206073926418177
941,CC118Lpir,Hiyiir_h1,pSeva221,20,0.6082305653568953
942,CC118Lpir,Hiyiir_h1,pSeva221,30,0.6183197898310018
943,CC118Lpir,Hiyiir_h1,pSeva221,40,0.6731628515048171
944,CC118Lpir,Hiyiir_h1,pSeva221,70,0.5758492812138291
945,CC118Lpir,Hiyiir_h1,pSeva221,100,0.5894678616474868
946,CC118Lpir,Hiyiir_h1,pSeva221,200,0.6009883293521585
947,CC118Lpir,Hiyiir_h1,pSeva221,500,0.6406459608025891
948,CC118Lpir,Hiyiir_h1,pSeva221,1000,0.6432644296490359
949,CC118Lpir,Hiyiir_h1,pSeva221,2000,0.693700713191971
950,CC118Lpir,Lcara_i1,pSeva221,1,2.1863264750817355
951,CC118Lpir,Lcara_i1,pSeva221,5,1.5146795293537132
952,CC118Lpir,Lcara_i1,pSeva221,10,1.1056078523426354
953,CC118Lpir,Lcara_i1,pSeva221,20,0.9379828166537272
954,CC118Lpir,Lcara_i1,pSeva221,30,0.7109471991799274
955,CC118Lpir,Lcara_i1,pSeva221,40,0.6512310440372323
956,CC118Lpir,Lcara_i1,pSeva221,70,0.6609564396668139
957,CC118Lpir,Lcara_i1,pSeva221,100,0.6636769049375808
958,CC118Lpir,Lcara_i1,pSeva221,200,0.6047951955734596
959,CC118Lpir,Lcara_i1,pSeva221,500,0.6201869433258563
960,CC118Lpir,Lcara_i1,pSeva221,1000,0.630121845832619
961,CC118Lpir,Lcara_i1,pSeva221,2000,0.7311515855583837
962,CC118Lpir,Litr_l1,pSeva221,1,1.2542533837126022
963,CC118Lpir,Litr_l1,pSeva221,5,0.7380655420106451
964,CC118Lpir,Litr_l1,pSeva221,10,0.7019273998694416
965,CC118Lpir,Litr_l1,pSeva221,20,0.6507868066558243
966,CC118Lpir,Litr_l1,pSeva221,30,0.7574175106639088
967,CC118Lpir,Litr_l1,pSeva221,40,0.7024404378524002
968,CC118Lpir,Litr_l1,pSeva221,70,0.7852346653075762
969,CC118Lpir,Litr_l1,pSeva221,100,0.7997550272795507
970,CC118Lpir,Litr_l1,pSeva221,200,0.632268243472732
971,CC118Lpir,Litr_l1,pSeva221,500,0.6709220713307024
972,CC118Lpir,Litr_l1,pSeva221,1000,0.6739071717411831
973,CC118Lpir,Litr_l1,pSeva221,2000,0.7639461325011838
974,CC118Lpir,Lmra_n1,pSeva221,1,1.5601846604727396
975,CC118Lpir,Lmra_n1,pSeva221,5,1.23967500532831
976,CC118Lpir,Lmra_n1,pSeva221,10,1.1940087598543696
977,CC118Lpir,Lmra_n1,pSeva221,20,0.7373617784688598
978,CC118Lpir,Lmra_n1,pSeva221,30,0.6817217415710687
979,CC118Lpir,Lmra_n1,pSeva221,40,0.6696354016010071
980,CC118Lpir,Lmra_n1,pSeva221,70,0.5969085817753065
981,CC118Lpir,Lmra_n1,pSeva221,100,0.6109554365936124
982,CC118Lpir,Lmra_n1,pSeva221,200,0.619439769989556
983,CC118Lpir,Lmra_n1,pSeva221,500,0.6160554255686119
984,CC118Lpir,Lmra_n1,pSeva221,1000,0.6051815519345394
985,CC118Lpir,Lmra_n1,pSeva221,2000,0.7088226758435892
986,CC118Lpir,Phif_p1,pSeva221,1,9.660943085281703
987,CC118Lpir,Phif_p1,pSeva221,5,8.367026062098581
988,CC118Lpir,Phif_p1,pSeva221,10,6.915634187647682
989,CC118Lpir,Phif_p1,pSeva221,20,7.705855473855209
990,CC118Lpir,Phif_p1,pSeva221,30,7.482924032361537
991,CC118Lpir,Phif_p1,pSeva221,40,5.925312142492674
992,CC118Lpir,Phif_p1,pSeva221,70,6.98206783214048
993,CC118Lpir,Phif_p1,pSeva221,100,8.801840271728507
994,CC118Lpir,Phif_p1,pSeva221,200,7.1393132321076616
995,CC118Lpir,Phif_p1,pSeva221,500,8.961832441066349
996,CC118Lpir,Phif_p1,pSeva221,1000,6.847898237147108
997,CC118Lpir,Phif_p1,pSeva221,2000,9.761727949013087
998,CC118Lpir,Phif_p2,pSeva221,1,12.56366093686718
999,CC118Lpir,Phif_p2,pSeva221,5,8.558849767421325
1000,CC118Lpir,Phif_p2,pSeva221,10,6.399190914364199
1001,CC118Lpir,Phif_p2,pSeva221,20,3.117289153472159
1002,CC118Lpir,Phif_p2,pSeva221,30,1.8176515434153984
1003,CC118Lpir,Phif_p2,pSeva221,40,1.1852460552994122
1004,CC118Lpir,Phif_p2,pSeva221,70,0.6434295167337735
1005,CC118Lpir,Phif_p2,pSeva221,100,0.6366354313893915
1006,CC118Lpir,Phif_p2,pSeva221,200,0.6147160771996337
1007,CC118Lpir,Phif_p2,pSeva221,500,0.6168459654120699
1008,CC118Lpir,Phif_p2,pSeva221,1000,0.5665924656957164
1009,CC118Lpir,Phif_p2,pSeva221,2000,0.6415584568230305
1010,CC118Lpir,Phif_p3,pSeva221,1,5.598308940883684
1011,CC118Lpir,Phif_p3,pSeva221,5,3.88006829951362
1012,CC118Lpir,Phif_p3,pSeva221,10,4.424974667678316
1013,CC118Lpir,Phif_p3,pSeva221,20,2.219642496714932
1014,CC118Lpir,Phif_p3,pSeva221,30,0.1715647387600439
1015,CC118Lpir,Phif_p3,pSeva221,40,0.8683627003583304
1016,CC118Lpir,Phif_p3,pSeva221,70,0.42318751444375097
1017,CC118Lpir,Phif_p3,pSeva221,100,0.4173077069562027
1018,CC118Lpir,Phif_p3,pSeva221,200,0.2958986640203398
1019,CC118Lpir,Phif_p3,pSeva221,500,0.2493391734947957
1020,CC118Lpir,Phif_p3,pSeva221,1000,0.6794108061733242
1021,CC118Lpir,Phif_p3,pSeva221,2000,0.6861509338543839
1022,CC118Lpir,Psra_r1,pSeva221,1,2.8117905593469503
1023,CC118Lpir,Psra_r1,pSeva221,5,1.3928919766817525
1024,CC118Lpir,Psra_r1,pSeva221,10,0.94549253976124
1025,CC118Lpir,Psra_r1,pSeva221,20,0.6584879487789607
1026,CC118Lpir,Psra_r1,pSeva221,30,0.5990200230669287
1027,CC118Lpir,Psra_r1,pSeva221,40,0.5901005225046072
1028,CC118Lpir,Psra_r1,pSeva221,70,0.5840686164897152
1029,CC118Lpir,Psra_r1,pSeva221,100,0.5993598216562943
1030,CC118Lpir,Psra_r1,pSeva221,200,0.5043371599334251
1031,CC118Lpir,Psra_r1,pSeva221,500,0.231698303101748
1032,CC118Lpir,Psra_r1,pSeva221,1000,0.19040678913175288
1033,CC118Lpir,Psra_r1,pSeva221,2000,0.0
1034,CC118Lpir,Qacr_q1,pSeva221,1,2.426612002565941
1035,CC118Lpir,Qacr_q1,pSeva221,5,1.1563734275354338
1036,CC118Lpir,Qacr_q1,pSeva221,10,1.0844816607457075
1037,CC118Lpir,Qacr_q1,pSeva221,20,0.7581403805999822
1038,CC118Lpir,Qacr_q1,pSeva221,30,0.6294502349809816
1039,CC118Lpir,Qacr_q1,pSeva221,40,0.6224788104370381
1040,CC118Lpir,Qacr_q1,pSeva221,70,0.6189045418979449
1041,CC118Lpir,Qacr_q1,pSeva221,100,0.6835741034688197
1042,CC118Lpir,Qacr_q1,pSeva221,200,0.5733290444434209
1043,CC118Lpir,Qacr_q1,pSeva221,500,0.5557489675261545
1044,CC118Lpir,Qacr_q1,pSeva221,1000,0.5415734322401269
1045,CC118Lpir,Qacr_q1,pSeva221,2000,0.5651033553463212
1046,CC118Lpir,Qacr_q2,pSeva221,1,3.892800120495866
1047,CC118Lpir,Qacr_q2,pSeva221,5,3.066353268349625
1048,CC118Lpir,Qacr_q2,pSeva221,10,1.8560672276738208
1049,CC118Lpir,Qacr_q2,pSeva221,20,1.0432809513650982
1050,CC118Lpir,Qacr_q2,pSeva221,30,0.8012333180417578
1051,CC118Lpir,Qacr_q2,pSeva221,40,0.7002921998063444
1052,CC118Lpir,Qacr_q2,pSeva221,70,0.6701406255446077
1053,CC118Lpir,Qacr_q2,pSeva221,100,0.6376116958711594
1054,CC118Lpir,Qacr_q2,pSeva221,200,0.5893893897686492
1055,CC118Lpir,Qacr_q2,pSeva221,500,0.5788884778634078
1056,CC118Lpir,Qacr_q2,pSeva221,1000,0.6131371484435924
1057,CC118Lpir,Qacr_q2,pSeva221,2000,0.5666328974329831
1058,CC118Lpir,Srpr_s1,pSeva221,1,1.1221051365191672
1059,CC118Lpir,Srpr_s1,pSeva221,5,0.6964337397957734
1060,CC118Lpir,Srpr_s1,pSeva221,10,0.6308603925261477
1061,CC118Lpir,Srpr_s1,pSeva221,20,0.6336142006489421
1062,CC118Lpir,Srpr_s1,pSeva221,30,0.7046868873401929
1063,CC118Lpir,Srpr_s1,pSeva221,40,0.7327373534493048
1064,CC118Lpir,Srpr_s1,pSeva221,70,0.6767494490414949
1065,CC118Lpir,Srpr_s1,pSeva221,100,0.7611186286254853
1066,CC118Lpir,Srpr_s1,pSeva221,200,0.6547019362973077
1067,CC118Lpir,Srpr_s1,pSeva221,500,0.7875569799011357
1068,CC118Lpir,Srpr_s1,pSeva221,1000,0.7299213242669341
1069,CC118Lpir,Srpr_s1,pSeva221,2000,0.7198602551959691
1070,CC118Lpir,Srpr_s2,pSeva221,1,1.610174547045694
1071,CC118Lpir,Srpr_s2,pSeva221,5,1.2587716586694944
1072,CC118Lpir,Srpr_s2,pSeva221,10,0.7468930558334371
1073,CC118Lpir,Srpr_s2,pSeva221,20,0.7140877082100382
1074,CC118Lpir,Srpr_s2,pSeva221,30,0.6222733231429773
1075,CC118Lpir,Srpr_s2,pSeva221,40,0.6235922934966517
1076,CC118Lpir,Srpr_s2,pSeva221,70,0.6535914008809721
1077,CC118Lpir,Srpr_s2,pSeva221,100,0.6653673907054201
1078,CC118Lpir,Srpr_s2,pSeva221,200,0.6534213768123008
1079,CC118Lpir,Srpr_s2,pSeva221,500,0.7334460994846479
1080,CC118Lpir,Srpr_s2,pSeva221,1000,0.6336933612583268
1081,CC118Lpir,Srpr_s2,pSeva221,2000,0.6453162107364455
1082,CC118Lpir,Srpr_s3,pSeva221,1,2.22483875757184
1083,CC118Lpir,Srpr_s3,pSeva221,5,1.2820845425926108
1084,CC118Lpir,Srpr_s3,pSeva221,10,1.147716906876778
1085,CC118Lpir,Srpr_s3,pSeva221,20,0.7338859621031711
1086,CC118Lpir,Srpr_s3,pSeva221,30,0.8018060173645998
1087,CC118Lpir,Srpr_s3,pSeva221,40,0.6606629014955829
1088,CC118Lpir,Srpr_s3,pSeva221,70,0.6684659334258208
1089,CC118Lpir,Srpr_s3,pSeva221,100,0.6640691162560446
1090,CC118Lpir,Srpr_s3,pSeva221,200,0.701554595728566
1091,CC118Lpir,Srpr_s3,pSeva221,500,0.7307934037827293
1092,CC118Lpir,Srpr_s3,pSeva221,1000,0.6413990665504907
1093,CC118Lpir,Srpr_s3,pSeva221,2000,0.6578442855205233
1094,CC118Lpir,Srpr_s4,pSeva221,1,2.0071392515825113
1095,CC118Lpir,Srpr_s4,pSeva221,5,1.409742958684843
1096,CC118Lpir,Srpr_s4,pSeva221,10,1.273974362588106
1097,CC118Lpir,Srpr_s4,pSeva221,20,0.7429797255840881
1098,CC118Lpir,Srpr_s4,pSeva221,30,0.6908089122086526
1099,CC118Lpir,Srpr_s4,pSeva221,40,0.6464967844132736
1100,CC118Lpir,Srpr_s4,pSeva221,70,0.663710442563175
1101,CC118Lpir,Srpr_s4,pSeva221,100,0.6517867060005678
1102,CC118Lpir,Srpr_s4,pSeva221,200,0.6302807955105039
1103,CC118Lpir,Srpr_s4,pSeva221,500,0.7157178253631226
1104,CC118Lpir,Srpr_s4,pSeva221,1000,0.6804626302508296
1105,CC118Lpir,Srpr_s4,pSeva221,2000,0.6398051398875984
1106,KT2440,1201,pSeva231,1,0.014202775328501659
1107,KT2440,1201,pSeva231,5,0.012125228612340824
1108,KT2440,1201,pSeva231,10,0.012881947548623877
1109,KT2440,1201,pSeva231,20,0.012899396509738077
1110,KT2440,1201,pSeva231,30,0.011512301083594065
1111,KT2440,1201,pSeva231,40,0.011624446354679557
1112,KT2440,1201,pSeva231,70,0.014787337727472462
1113,KT2440,1201,pSeva231,100,0.011330383922402569
1114,KT2440,1201,pSeva231,200,0.01102204500930911
1115,KT2440,1201,pSeva231,500,0.010579793894212309
1116,KT2440,1201,pSeva231,1000,0.013359683869612523
1117,KT2440,1201,pSeva231,2000,0.01739108223433579
1118,KT2440,1717,pSeva231,1,1.531919716056274
1119,KT2440,1717,pSeva231,5,1.0398861949590652
1120,KT2440,1717,pSeva231,10,1.0432606509883795
1121,KT2440,1717,pSeva231,20,1.0250429425340921
1122,KT2440,1717,pSeva231,30,0.9614999267342156
1123,KT2440,1717,pSeva231,40,0.948807593044971
1124,KT2440,1717,pSeva231,70,0.9471056635823164
1125,KT2440,1717,pSeva231,100,0.9063268631628068
1126,KT2440,1717,pSeva231,200,0.9041191997317828
1127,KT2440,1717,pSeva231,500,1.067194525120795
1128,KT2440,1717,pSeva231,1000,0.8275247992111772
1129,KT2440,1717,pSeva231,2000,0.9359582507560672
1130,KT2440,1818,pSeva231,1,0.013504514278580765
1131,KT2440,1818,pSeva231,5,0.011391391534460223
1132,KT2440,1818,pSeva231,10,0.010374433240973032
1133,KT2440,1818,pSeva231,20,0.010414171993491554
1134,KT2440,1818,pSeva231,30,0.011338072735625742
1135,KT2440,1818,pSeva231,40,0.01243986384789787
1136,KT2440,1818,pSeva231,70,0.013941992247609444
1137,KT2440,1818,pSeva231,100,0.014782205975086837
1138,KT2440,1818,pSeva231,200,0.033949477046420484
1139,KT2440,1818,pSeva231,500,0.16668987935730226
1140,KT2440,1818,pSeva231,1000,0.2296792519720621
1141,KT2440,1818,pSeva231,2000,0.39717268673454187
1142,KT2440,Amer_f1,pSeva231,1,0.0004275396588094247
1143,KT2440,Amer_f1,pSeva231,5,0.0002732168177498433
1144,KT2440,Amer_f1,pSeva231,10,0.00011887013524487176
1145,KT2440,Amer_f1,pSeva231,20,0.000734294232239017
1146,KT2440,Amer_f1,pSeva231,30,0.0009258960147456428
1147,KT2440,Amer_f1,pSeva231,40,0.0002975010086934521
1148,KT2440,Amer_f1,pSeva231,70,0.0005845811236278892
1149,KT2440,Amer_f1,pSeva231,100,0.0002162660363994493
1150,KT2440,Amer_f1,pSeva231,200,0.00027361293643487556
1151,KT2440,Amer_f1,pSeva231,500,0.00033640720227751873
1152,KT2440,Amer_f1,pSeva231,1000,0.0003155815086925773
1153,KT2440,Amer_f1,pSeva231,2000,0.0
1154,KT2440,Amtr_a1,pSeva231,1,1.1148697963100869
1155,KT2440,Amtr_a1,pSeva231,5,0.8997810071728214
1156,KT2440,Amtr_a1,pSeva231,10,0.9509588994265156
1157,KT2440,Amtr_a1,pSeva231,20,0.9221471511513704
1158,KT2440,Amtr_a1,pSeva231,30,0.9923782686261204
1159,KT2440,Amtr_a1,pSeva231,40,1.0433552378258797
1160,KT2440,Amtr_a1,pSeva231,70,0.9629549696208248
1161,KT2440,Amtr_a1,pSeva231,100,0.9250263101460866
1162,KT2440,Amtr_a1,pSeva231,200,0.8887462187043069
1163,KT2440,Amtr_a1,pSeva231,500,0.7264243457507082
1164,KT2440,Amtr_a1,pSeva231,1000,0.5208429602082536
1165,KT2440,Amtr_a1,pSeva231,2000,0.19051884218743434
1166,KT2440,Beti_e1,pSeva231,1,1.9384083954580316
1167,KT2440,Beti_e1,pSeva231,5,2.0163795401085243
1168,KT2440,Beti_e1,pSeva231,10,1.9948112846456656
1169,KT2440,Beti_e1,pSeva231,20,1.9924469416412476
1170,KT2440,Beti_e1,pSeva231,30,2.0044935514869606
1171,KT2440,Beti_e1,pSeva231,40,2.014063845751516
1172,KT2440,Beti_e1,pSeva231,70,1.9921427682580597
1173,KT2440,Beti_e1,pSeva231,100,1.9828789467717451
1174,KT2440,Beti_e1,pSeva231,200,1.886111437221988
1175,KT2440,Beti_e1,pSeva231,500,1.6943760429082029
1176,KT2440,Beti_e1,pSeva231,1000,1.597334065785079
1177,KT2440,Beti_e1,pSeva231,2000,1.4381317481868765
1178,KT2440,Bm3r1_b1,pSeva231,1,1.1996950192794236
1179,KT2440,Bm3r1_b1,pSeva231,5,1.1659500387876118
1180,KT2440,Bm3r1_b1,pSeva231,10,1.1173147190720287
1181,KT2440,Bm3r1_b1,pSeva231,20,1.1375036110753245
1182,KT2440,Bm3r1_b1,pSeva231,30,1.1680080686363912
1183,KT2440,Bm3r1_b1,pSeva231,40,1.1367195497621954
1184,KT2440,Bm3r1_b1,pSeva231,70,1.1651629339005205
1185,KT2440,Bm3r1_b1,pSeva231,100,1.1343154410961462
1186,KT2440,Bm3r1_b1,pSeva231,200,1.0980977429304344
1187,KT2440,Bm3r1_b1,pSeva231,500,1.0439017985518777
1188,KT2440,Bm3r1_b1,pSeva231,1000,1.0202934556009473
1189,KT2440,Bm3r1_b1,pSeva231,2000,0.9905451844484288
1190,KT2440,Bm3r1_b2,pSeva231,1,1.1537080019996022
1191,KT2440,Bm3r1_b2,pSeva231,5,1.2113977041297557
1192,KT2440,Bm3r1_b2,pSeva231,10,1.26627267414718
1193,KT2440,Bm3r1_b2,pSeva231,20,1.2444167539860864
1194,KT2440,Bm3r1_b2,pSeva231,30,1.184387562305787
1195,KT2440,Bm3r1_b2,pSeva231,40,1.1745221131038537
1196,KT2440,Bm3r1_b2,pSeva231,70,1.18336583078281
1197,KT2440,Bm3r1_b2,pSeva231,100,1.1482233671310504
1198,KT2440,Bm3r1_b2,pSeva231,200,1.154970649333774
1199,KT2440,Bm3r1_b2,pSeva231,500,1.1490012972735149
1200,KT2440,Bm3r1_b2,pSeva231,1000,1.0284861185741438
1201,KT2440,Bm3r1_b2,pSeva231,2000,1.0601296482862608
1202,KT2440,Bm3r1_b3,pSeva231,1,1.6693915857998292
1203,KT2440,Bm3r1_b3,pSeva231,5,1.6077991334102395
1204,KT2440,Bm3r1_b3,pSeva231,10,1.552372624896912
1205,KT2440,Bm3r1_b3,pSeva231,20,1.4860737567678814
1206,KT2440,Bm3r1_b3,pSeva231,30,1.255355897863552
1207,KT2440,Bm3r1_b3,pSeva231,40,1.3985465022916694
1208,KT2440,Bm3r1_b3,pSeva231,70,1.4487588074905122
1209,KT2440,Bm3r1_b3,pSeva231,100,1.433531429255556
1210,KT2440,Bm3r1_b3,pSeva231,200,1.3734995332169184
1211,KT2440,Bm3r1_b3,pSeva231,500,1.2195017207031735
1212,KT2440,Bm3r1_b3,pSeva231,1000,1.2064473514967982
1213,KT2440,Bm3r1_b3,pSeva231,2000,1.0472980679308377
1214,KT2440,Hiyiir_h1,pSeva231,1,0.01671614583513939
1215,KT2440,Hiyiir_h1,pSeva231,5,0.016114553184354112
1216,KT2440,Hiyiir_h1,pSeva231,10,0.015120392392238087
1217,KT2440,Hiyiir_h1,pSeva231,20,0.015093066026451597
1218,KT2440,Hiyiir_h1,pSeva231,30,0.01572885972654697
1219,KT2440,Hiyiir_h1,pSeva231,40,0.01621788322714099
1220,KT2440,Hiyiir_h1,pSeva231,70,0.013340723167402405
1221,KT2440,Hiyiir_h1,pSeva231,100,0.015572569070630546
1222,KT2440,Hiyiir_h1,pSeva231,200,0.01400342093423398
1223,KT2440,Hiyiir_h1,pSeva231,500,0.01563055847178524
1224,KT2440,Hiyiir_h1,pSeva231,1000,0.016388554891361897
1225,KT2440,Hiyiir_h1,pSeva231,2000,0.019149622081162613
1226,KT2440,Lcara_i1,pSeva231,1,3.718770549106612
1227,KT2440,Lcara_i1,pSeva231,5,3.2829951479437014
1228,KT2440,Lcara_i1,pSeva231,10,3.1426346076064133
1229,KT2440,Lcara_i1,pSeva231,20,3.0464386976805566
1230,KT2440,Lcara_i1,pSeva231,30,2.9342522137457774
1231,KT2440,Lcara_i1,pSeva231,40,2.9201336313466224
1232,KT2440,Lcara_i1,pSeva231,70,2.8149113731507294
1233,KT2440,Lcara_i1,pSeva231,100,2.6970935785179786
1234,KT2440,Lcara_i1,pSeva231,200,2.4157171242521747
1235,KT2440,Lcara_i1,pSeva231,500,1.9861681793216035
1236,KT2440,Lcara_i1,pSeva231,1000,1.6679747683161728
1237,KT2440,Lcara_i1,pSeva231,2000,1.0999046168342477
1238,KT2440,Litr_l1,pSeva231,1,5.140358482265624
1239,KT2440,Litr_l1,pSeva231,5,4.150658520539286
1240,KT2440,Litr_l1,pSeva231,10,4.066886299466442
1241,KT2440,Litr_l1,pSeva231,20,3.4300954237193158
1242,KT2440,Litr_l1,pSeva231,30,3.2118423415367823
1243,KT2440,Litr_l1,pSeva231,40,4.064932965585198
1244,KT2440,Litr_l1,pSeva231,70,2.758650516190043
1245,KT2440,Litr_l1,pSeva231,100,3.3079425162595713
1246,KT2440,Litr_l1,pSeva231,200,3.029241158765406
1247,KT2440,Litr_l1,pSeva231,500,1.983872567248469
1248,KT2440,Litr_l1,pSeva231,1000,1.3409000780910716
1249,KT2440,Litr_l1,pSeva231,2000,0.986878448028222
1250,KT2440,Lmra_n1,pSeva231,1,1.9319941049029132
1251,KT2440,Lmra_n1,pSeva231,5,1.932227264806216
1252,KT2440,Lmra_n1,pSeva231,10,1.8629886799256776
1253,KT2440,Lmra_n1,pSeva231,20,1.8370254524891316
1254,KT2440,Lmra_n1,pSeva231,30,1.7361536270245297
1255,KT2440,Lmra_n1,pSeva231,40,1.6850514211012453
1256,KT2440,Lmra_n1,pSeva231,70,1.6205872377998891
1257,KT2440,Lmra_n1,pSeva231,100,1.6351437067736625
1258,KT2440,Lmra_n1,pSeva231,200,1.4775905190129694
1259,KT2440,Lmra_n1,pSeva231,500,1.010178139508331
1260,KT2440,Lmra_n1,pSeva231,1000,0.7834413422972983
1261,KT2440,Lmra_n1,pSeva231,2000,0.4946443137111032
1262,KT2440,Phif_p1,pSeva231,1,0.9365555746244802
1263,KT2440,Phif_p1,pSeva231,5,0.7270161804372863
1264,KT2440,Phif_p1,pSeva231,10,1.0188026584981953
1265,KT2440,Phif_p1,pSeva231,20,1.0808241613088505
1266,KT2440,Phif_p1,pSeva231,30,1.0954660411254096
1267,KT2440,Phif_p1,pSeva231,40,1.1134569709965585
1268,KT2440,Phif_p1,pSeva231,70,1.0972585519580145
1269,KT2440,Phif_p1,pSeva231,100,1.054786877106137
1270,KT2440,Phif_p1,pSeva231,200,0.8843231376996907
1271,KT2440,Phif_p1,pSeva231,500,0.5545918272756301
1272,KT2440,Phif_p1,pSeva231,1000,0.3303137696084484
1273,KT2440,Phif_p1,pSeva231,2000,0.05799841442373984
1274,KT2440,Phif_p2,pSeva231,1,10.922685952399226
1275,KT2440,Phif_p2,pSeva231,5,9.65750978963332
1276,KT2440,Phif_p2,pSeva231,10,9.5016411232936
1277,KT2440,Phif_p2,pSeva231,20,9.463823358042573
1278,KT2440,Phif_p2,pSeva231,30,9.183523995081524
1279,KT2440,Phif_p2,pSeva231,40,9.101243361824816
1280,KT2440,Phif_p2,pSeva231,70,8.98228846444913
1281,KT2440,Phif_p2,pSeva231,100,8.989196037815587
